SAMPLE_KEY,PLATE_ID,WELL_POSITION,SITE,IMG_Hoechst,IMG_ERSyto,IMG_Ph_golgi,IMG_Mito,IMG_ERSytoBleed
P102785-D21-8,P102785,D21,8,D21_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,D21_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,D21_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,D21_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,D21_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-D21-9,P102785,D21,9,D21_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,D21_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,D21_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,D21_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,D21_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-D22-1,P102785,D22,1,D22_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,D22_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,D22_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,D22_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,D22_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-D22-2,P102785,D22,2,D22_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,D22_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,D22_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,D22_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,D22_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-D22-3,P102785,D22,3,D22_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,D22_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,D22_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,D22_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,D22_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-D22-4,P102785,D22,4,D22_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,D22_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,D22_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,D22_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,D22_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-D22-5,P102785,D22,5,D22_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,D22_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,D22_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,D22_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,D22_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-D22-6,P102785,D22,6,D22_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,D22_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,D22_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,D22_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,D22_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-D22-7,P102785,D22,7,D22_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,D22_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,D22_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,D22_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,D22_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-D22-8,P102785,D22,8,D22_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,D22_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,D22_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,D22_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,D22_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-D22-9,P102785,D22,9,D22_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,D22_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,D22_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,D22_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,D22_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-D24-1,P102785,D24,1,D24_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,D24_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,D24_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,D24_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,D24_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-D24-2,P102785,D24,2,D24_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,D24_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,D24_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,D24_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,D24_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-D24-3,P102785,D24,3,D24_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,D24_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,D24_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,D24_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,D24_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-D24-4,P102785,D24,4,D24_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,D24_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,D24_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,D24_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,D24_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-D24-5,P102785,D24,5,D24_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,D24_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,D24_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,D24_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,D24_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-D24-6,P102785,D24,6,D24_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,D24_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,D24_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,D24_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,D24_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-D24-7,P102785,D24,7,D24_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,D24_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,D24_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,D24_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,D24_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-D24-8,P102785,D24,8,D24_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,D24_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,D24_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,D24_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,D24_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-D24-9,P102785,D24,9,D24_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,D24_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,D24_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,D24_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,D24_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E02-1,P102785,E02,1,E02_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E02_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E02_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E02_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E02_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E02-2,P102785,E02,2,E02_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E02_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E02_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E02_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E02_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E02-3,P102785,E02,3,E02_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E02_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E02_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E02_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E02_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E02-4,P102785,E02,4,E02_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E02_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E02_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E02_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E02_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E02-5,P102785,E02,5,E02_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E02_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E02_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E02_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E02_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E02-6,P102785,E02,6,E02_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E02_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E02_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E02_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E02_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E02-7,P102785,E02,7,E02_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E02_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E02-8,P102785,E02,8,E02_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E02_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E02-9,P102785,E02,9,E02_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E02_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E03-1,P102785,E03,1,E03_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E03_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E03-2,P102785,E03,2,E03_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E03_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E03-3,P102785,E03,3,E03_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E03_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E03-4,P102785,E03,4,E03_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E03_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E03-5,P102785,E03,5,E03_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E03_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E03-6,P102785,E03,6,E03_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E03_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E03-7,P102785,E03,7,E03_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E03_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E03-8,P102785,E03,8,E03_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E03_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E03-9,P102785,E03,9,E03_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E03_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E04-1,P102785,E04,1,E04_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E04_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E04-2,P102785,E04,2,E04_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E04_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E04-3,P102785,E04,3,E04_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E04_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E04-4,P102785,E04,4,E04_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E04_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E04-5,P102785,E04,5,E04_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E04_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E04-6,P102785,E04,6,E04_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E04_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E04-7,P102785,E04,7,E04_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E04_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E04-8,P102785,E04,8,E04_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E04_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E04-9,P102785,E04,9,E04_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E04_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E05-1,P102785,E05,1,E05_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E05_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E05-2,P102785,E05,2,E05_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E05_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E05-3,P102785,E05,3,E05_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E05_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E05-4,P102785,E05,4,E05_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E05_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E05-5,P102785,E05,5,E05_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E05_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E05-6,P102785,E05,6,E05_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E05_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E05-7,P102785,E05,7,E05_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E05_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E05-8,P102785,E05,8,E05_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E05_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E05-9,P102785,E05,9,E05_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E05_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E08-1,P102785,E08,1,E08_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E08_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E08-2,P102785,E08,2,E08_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E08_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E08-3,P102785,E08,3,E08_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E08_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E08-4,P102785,E08,4,E08_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E08_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E08-5,P102785,E08,5,E08_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E08_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E08-6,P102785,E08,6,E08_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E08_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E08-7,P102785,E08,7,E08_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E08_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E08-8,P102785,E08,8,E08_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E08_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E08-9,P102785,E08,9,E08_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E08_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E09-1,P102785,E09,1,E09_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E09_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E09-2,P102785,E09,2,E09_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E09_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E09-3,P102785,E09,3,E09_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E09_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E09_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E09_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E09_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E09-4,P102785,E09,4,E09_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E09_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E09_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E09_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E09_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-E09-5,P102785,E09,5,E09_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,E09_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,E09_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,E09_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,E09_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-E09-6,P102785,E09,6,E09_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,E09_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,E09_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,E09_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,E09_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-E09-7,P102785,E09,7,E09_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,E09_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,E09_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,E09_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,E09_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-E09-8,P102785,E09,8,E09_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,E09_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,E09_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,E09_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,E09_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-E09-9,P102785,E09,9,E09_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,E09_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,E09_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,E09_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,E09_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-E11-1,P102785,E11,1,E11_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,E11_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,E11_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,E11_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,E11_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-E11-2,P102785,E11,2,E11_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,E11_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,E11_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,E11_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,E11_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-E11-3,P102785,E11,3,E11_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,E11_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,E11_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,E11_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,E11_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-E11-4,P102785,E11,4,E11_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,E11_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,E11_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,E11_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,E11_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
