SAMPLE_KEY,PLATE_ID,WELL_POSITION,SITE,IMG_Hoechst,IMG_ERSyto,IMG_Ph_golgi,IMG_Mito,IMG_ERSytoBleed
P102785-I24-2,P102785,I24,2,I24_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,I24_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,I24_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,I24_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,I24_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-I24-3,P102785,I24,3,I24_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,I24_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,I24_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,I24_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,I24_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-I24-4,P102785,I24,4,I24_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,I24_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,I24_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,I24_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,I24_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-I24-5,P102785,I24,5,I24_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,I24_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,I24_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,I24_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,I24_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-I24-6,P102785,I24,6,I24_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,I24_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,I24_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,I24_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,I24_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-I24-7,P102785,I24,7,I24_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,I24_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,I24_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,I24_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,I24_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-I24-8,P102785,I24,8,I24_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,I24_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,I24_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,I24_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,I24_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-I24-9,P102785,I24,9,I24_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,I24_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,I24_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,I24_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,I24_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J01-1,P102785,J01,1,J01_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J01_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J01_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J01_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J01_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J01-2,P102785,J01,2,J01_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J01_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J01_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J01_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J01_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J01-3,P102785,J01,3,J01_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J01_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J01_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J01_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J01_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J01-4,P102785,J01,4,J01_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J01_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J01_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J01_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J01_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J01-5,P102785,J01,5,J01_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J01_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J01_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J01_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J01_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J01-6,P102785,J01,6,J01_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J01_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J01_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J01_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J01_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J01-7,P102785,J01,7,J01_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J01_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J01_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J01_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J01_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J01-8,P102785,J01,8,J01_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J01_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J01_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J01_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J01_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J01-9,P102785,J01,9,J01_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J01_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J01_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J01_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J01_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J02-1,P102785,J02,1,J02_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J02_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J02_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J02_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J02_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J02-2,P102785,J02,2,J02_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J02_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J02_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J02_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J02_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J02-3,P102785,J02,3,J02_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J02_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J02_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J02_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J02_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J02-4,P102785,J02,4,J02_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J02_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J02_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J02_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J02_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J02-5,P102785,J02,5,J02_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J02_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J02_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J02_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J02_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J02-6,P102785,J02,6,J02_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J02_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J02_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J02_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J02_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J02-7,P102785,J02,7,J02_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J02_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J02_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J02_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J02_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J02-8,P102785,J02,8,J02_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J02_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J02_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J02_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J02_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J02-9,P102785,J02,9,J02_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J02_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J02_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J02_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J02_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J05-1,P102785,J05,1,J05_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J05_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J05_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J05_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J05_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J05-2,P102785,J05,2,J05_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J05_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J05_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J05_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J05_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J05-3,P102785,J05,3,J05_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J05_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J05_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J05_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J05_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J05-4,P102785,J05,4,J05_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J05_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J05_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J05_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J05_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J05-5,P102785,J05,5,J05_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J05_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J05_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J05_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J05_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J05-6,P102785,J05,6,J05_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J05_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J05_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J05_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J05_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J05-7,P102785,J05,7,J05_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J05_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J05_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J05_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J05_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J05-8,P102785,J05,8,J05_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J05_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J05_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J05_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J05_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J05-9,P102785,J05,9,J05_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J05_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J05_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J05_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J05_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J06-1,P102785,J06,1,J06_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J06_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J06_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J06_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J06_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J06-2,P102785,J06,2,J06_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J06_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J06_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J06_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J06_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J06-3,P102785,J06,3,J06_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J06_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J06_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J06_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J06_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J06-4,P102785,J06,4,J06_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J06_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J06_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J06_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J06_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J06-5,P102785,J06,5,J06_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J06_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J06_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J06_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J06_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J06-6,P102785,J06,6,J06_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J06_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J06_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J06_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J06_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J06-7,P102785,J06,7,J06_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J06_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J06_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J06_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J06_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J06-8,P102785,J06,8,J06_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J06_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J06_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J06_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J06_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J06-9,P102785,J06,9,J06_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J06_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J06_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J06_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J06_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J07-1,P102785,J07,1,J07_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J07_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J07_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J07_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J07_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J07-2,P102785,J07,2,J07_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J07_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J07_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J07_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J07_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J07-3,P102785,J07,3,J07_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J07_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J07_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J07_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J07_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J07-4,P102785,J07,4,J07_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J07_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J07_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J07_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J07_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J07-5,P102785,J07,5,J07_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J07_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J07_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J07_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J07_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J07-6,P102785,J07,6,J07_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J07_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J07_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J07_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J07_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J07-7,P102785,J07,7,J07_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J07_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J07_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J07_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J07_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J07-8,P102785,J07,8,J07_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J07_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J07_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J07_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J07_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J07-9,P102785,J07,9,J07_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J07_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J07_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J07_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J07_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J10-1,P102785,J10,1,J10_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J10_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J10_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J10_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J10_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J10-2,P102785,J10,2,J10_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J10_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J10_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J10_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J10_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J10-3,P102785,J10,3,J10_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J10_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J10_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J10_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J10_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J10-4,P102785,J10,4,J10_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J10_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J10_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J10_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J10_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J10-5,P102785,J10,5,J10_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J10_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J10_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J10_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J10_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J10-6,P102785,J10,6,J10_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J10_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J10_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J10_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J10_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J10-7,P102785,J10,7,J10_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J10_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J10_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J10_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J10_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J10-8,P102785,J10,8,J10_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J10_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J10_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J10_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J10_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J10-9,P102785,J10,9,J10_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J10_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J10_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J10_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J10_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J11-1,P102785,J11,1,J11_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J11_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J11_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J11_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J11_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J11-2,P102785,J11,2,J11_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J11_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J11_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J11_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J11_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J11-3,P102785,J11,3,J11_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J11_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J11_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J11_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J11_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J11-4,P102785,J11,4,J11_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J11_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J11_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J11_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J11_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J11-5,P102785,J11,5,J11_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J11_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J11_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J11_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J11_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J11-6,P102785,J11,6,J11_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J11_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J11_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J11_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J11_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J11-7,P102785,J11,7,J11_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J11_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J11_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J11_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J11_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
P102785-J11-8,P102785,J11,8,J11_s8_x1_y2_Fluorescence_405_nm_Ex.tiff,J11_s8_x1_y2_Fluorescence_488_nm_Ex.tiff,J11_s8_x1_y2_Fluorescence_561_nm_Ex.tiff,J11_s8_x1_y2_Fluorescence_638_nm_Ex.tiff,J11_s8_x1_y2_Fluorescence_730_nm_Ex.tiff
P102785-J11-9,P102785,J11,9,J11_s9_x2_y2_Fluorescence_405_nm_Ex.tiff,J11_s9_x2_y2_Fluorescence_488_nm_Ex.tiff,J11_s9_x2_y2_Fluorescence_561_nm_Ex.tiff,J11_s9_x2_y2_Fluorescence_638_nm_Ex.tiff,J11_s9_x2_y2_Fluorescence_730_nm_Ex.tiff
P102785-J13-1,P102785,J13,1,J13_s1_x0_y0_Fluorescence_405_nm_Ex.tiff,J13_s1_x0_y0_Fluorescence_488_nm_Ex.tiff,J13_s1_x0_y0_Fluorescence_561_nm_Ex.tiff,J13_s1_x0_y0_Fluorescence_638_nm_Ex.tiff,J13_s1_x0_y0_Fluorescence_730_nm_Ex.tiff
P102785-J13-2,P102785,J13,2,J13_s2_x1_y0_Fluorescence_405_nm_Ex.tiff,J13_s2_x1_y0_Fluorescence_488_nm_Ex.tiff,J13_s2_x1_y0_Fluorescence_561_nm_Ex.tiff,J13_s2_x1_y0_Fluorescence_638_nm_Ex.tiff,J13_s2_x1_y0_Fluorescence_730_nm_Ex.tiff
P102785-J13-3,P102785,J13,3,J13_s3_x2_y0_Fluorescence_405_nm_Ex.tiff,J13_s3_x2_y0_Fluorescence_488_nm_Ex.tiff,J13_s3_x2_y0_Fluorescence_561_nm_Ex.tiff,J13_s3_x2_y0_Fluorescence_638_nm_Ex.tiff,J13_s3_x2_y0_Fluorescence_730_nm_Ex.tiff
P102785-J13-4,P102785,J13,4,J13_s4_x0_y1_Fluorescence_405_nm_Ex.tiff,J13_s4_x0_y1_Fluorescence_488_nm_Ex.tiff,J13_s4_x0_y1_Fluorescence_561_nm_Ex.tiff,J13_s4_x0_y1_Fluorescence_638_nm_Ex.tiff,J13_s4_x0_y1_Fluorescence_730_nm_Ex.tiff
P102785-J13-5,P102785,J13,5,J13_s5_x1_y1_Fluorescence_405_nm_Ex.tiff,J13_s5_x1_y1_Fluorescence_488_nm_Ex.tiff,J13_s5_x1_y1_Fluorescence_561_nm_Ex.tiff,J13_s5_x1_y1_Fluorescence_638_nm_Ex.tiff,J13_s5_x1_y1_Fluorescence_730_nm_Ex.tiff
P102785-J13-6,P102785,J13,6,J13_s6_x2_y1_Fluorescence_405_nm_Ex.tiff,J13_s6_x2_y1_Fluorescence_488_nm_Ex.tiff,J13_s6_x2_y1_Fluorescence_561_nm_Ex.tiff,J13_s6_x2_y1_Fluorescence_638_nm_Ex.tiff,J13_s6_x2_y1_Fluorescence_730_nm_Ex.tiff
P102785-J13-7,P102785,J13,7,J13_s7_x0_y2_Fluorescence_405_nm_Ex.tiff,J13_s7_x0_y2_Fluorescence_488_nm_Ex.tiff,J13_s7_x0_y2_Fluorescence_561_nm_Ex.tiff,J13_s7_x0_y2_Fluorescence_638_nm_Ex.tiff,J13_s7_x0_y2_Fluorescence_730_nm_Ex.tiff
